;Submission ID;Respondent ID;Submitted at;What is your age?;What is your ZIP code?;How many cups of coffee do you typically drink per day?;Where do you typically drink coffee?;Where do you typically drink coffee? (At home);Where do you typically drink coffee? (At the office);Where do you typically drink coffee? (On the go);Where do you typically drink coffee? (At a cafe);Where do you typically drink coffee? (None of these);How do you brew coffee at home?;How do you brew coffee at home? (Pour over);How do you brew coffee at home? (French press);How do you brew coffee at home? (Espresso);How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee));How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso));How do you brew coffee at home? (Instant coffee);How do you brew coffee at home? (Bean-to-cup machine);How do you brew coffee at home? (Cold brew);How do you brew coffee at home? (Coffee extract (e.g. Cometeer));How do you brew coffee at home? (Other);How else do you brew coffee at home?;On the go, where do you typically purchase coffee?;On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin));On the go, where do you typically purchase coffee? (Local cafe);On the go, where do you typically purchase coffee? (Drive-thru);On the go, where do you typically purchase coffee? (Specialty coffee shop);On the go, where do you typically purchase coffee? (Deli or supermarket);On the go, where do you typically purchase coffee? (Other);Where else do you purchase coffee?;What is your favorite coffee drink?;Please specify what your favorite coffee drink is;Do you usually add anything to your coffee?;Do you usually add anything to your coffee? (No - just black);Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer);Do you usually add anything to your coffee? (Sugar or sweetener);Do you usually add anything to your coffee? (Flavor syrup);Do you usually add anything to your coffee? (Other);What else do you add to your coffee?;What kind of dairy do you add?;What kind of dairy do you add? (Whole milk);What kind of dairy do you add? (Skim milk);What kind of dairy do you add? (Half and half);What kind of dairy do you add? (Coffee creamer);What kind of dairy do you add? (Flavored coffee creamer);What kind of dairy do you add? (Oat milk);What kind of dairy do you add? (Almond milk);What kind of dairy do you add? (Soy milk);What kind of dairy do you add? (Other);What kind of sugar or sweetener do you add?;What kind of sugar or sweetener do you add? (Granulated Sugar);What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda));What kind of sugar or sweetener do you add? (Honey);What kind of sugar or sweetener do you add? (Maple Syrup);What kind of sugar or sweetener do you add? (Stevia);What kind of sugar or sweetener do you add? (Agave Nectar);What kind of sugar or sweetener do you add? (Brown Sugar);What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado));What kind of flavorings do you add?;What kind of flavorings do you add? (Vanilla Syrup);What kind of flavorings do you add? (Caramel Syrup);What kind of flavorings do you add? (Hazelnut Syrup);What kind of flavorings do you add? (Cinnamon (Ground or Stick));What kind of flavorings do you add? (Peppermint Syrup);What kind of flavorings do you add? (Other);What other flavoring do you use?;Before today's tasting, which of the following best described what kind of coffee you like?;How strong do you like your coffee?;What roast level of coffee do you prefer?;How much caffeine do you like in your coffee?;Lastly, how would you rate your own coffee expertise?;Coffee A - Bitterness;Coffee A - Acidity;Coffee A - Personal Preference;Coffee A - Notes;Coffee B - Bitterness;Coffee B - Acidity;Coffee B - Personal Preference;Coffee B - Notes;Coffee C - Bitterness;Coffee C - Acidity;Coffee C - Personal Preference;Coffee C - Notes;Coffee D - Bitterness;Coffee D - Acidity;Coffee D - Personal Preference;Coffee D - Notes;Between Coffee A, Coffee B, and Coffee C which did you prefer?;Between Coffee A and Coffee D, which did you prefer?;Lastly, what was your favorite overall coffee?;Do you work from home or in person?;In total, much money do you typically spend on coffee in a month?;Why do you drink coffee?;Why do you drink coffee? (It tastes good);Why do you drink coffee? (I need the caffeine);Why do you drink coffee? (I need the ritual);Why do you drink coffee? (It makes me go to the bathroom);Why do you drink coffee? (Other);Other reason for drinking coffee;Do you like the taste of coffee?;Do you know where your coffee comes from?;What is the most you've ever paid for a cup of coffee?;What is the most you'd ever be willing to pay for a cup of coffee?;Do you feel like you’re getting good value for your money when you buy coffee at a cafe?;Approximately how much have you spent on coffee equipment in the past 5 years?;Do you feel like you’re getting good value for your money with regards to your coffee equipment?;Gender;Gender (please specify);Marital Status;Household Income;Education Level;Ethnicity/Race;Ethnicity/Race (please specify);Employment Status;Number of Children;Political Affiliation
1671;NABZLB;PzrYOP;10/21/23 18:19;35-44 years old;92011;Less than 1;At home;True;False;False;False;False;Coffee brewing machine (e.g. Mr. Coffee);False;False;False;True;False;False;False;False;False;False;;;;;;;;;;Americano;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bold;Somewhat strong;Dark;Full caffeine;6.0;2.0;4.0;3.0;;2.0;2.0;4.0;;1.0;3.0;5.0;;5.0;4.0;1.0;;Coffee B;Coffee D;Coffee B;I do a mix of both;$40-$60;It tastes good, I need the ritual;True;False;True;False;False;;Yes;Yes;$10-$15;$6-$8;Yes;$100-$300;Yes;Male;;Living with a partner;$150,000 or more;Doctorate or professional degree;Other (please specify);;Employed full-time;1;Independent
1672;lNlENv;5ZVGBo;10/21/23 18:19;18-24 years old;42701;Less than 1;At home;True;False;False;False;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chocolatey;Medium;Medium;Full caffeine;6.0;1.0;5.0;1.0;It was too acidic for me to finish my portion;2.0;3.0;4.0;It was a good middleground. I would not buy it, but I woukd drink it if I had it.;4.0;2.0;5.0;It was my favorite coffee from the bunch. I could drink it.;2.0;4.0;4.0;It had some acidity but it was balanced out by the coffee's flavor.;Coffee C;Coffee D;Coffee C;I primarily work in person;$20-$40;It tastes good;True;False;False;False;False;;Yes;No;$8-$10;$8-$10;Yes;$100-$300;Yes;Male;;Single;$75,000 - $99,999;Bachelor's degree;White/Caucasian;;Employed part-time;;Independent
1673;WAp7Pj;l6zW4W;10/21/23 18:19;35-44 years old;48017;1;At home, At a cafe, On the go, At the office;True;True;True;True;False;Pour over, Pod/capsule machine (e.g. Keurig/Nespresso);True;False;False;False;True;False;False;False;False;False;;Drive-thru, Local cafe;False;True;True;False;False;False;;Latte;;No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup;True;True;False;True;False;;Oat milk, Soy milk, Whole milk;True;False;False;False;False;True;False;True;False;;;;;;;;;;;;;;;;;;Bright;Somewhat strong;Light;Full caffeine;3.0;4.0;2.0;5.0;;3.0;2.0;3.0;;2.0;3.0;4.0;;3.0;4.0;3.0;;Coffee A;Coffee A;Coffee A;I do a mix of both;$60-$80;I need the caffeine, It tastes good;True;True;False;False;False;;Yes;Yes;$8-$10;$8-$10;No;$500-$1000;Yes;Female;;Married;$150,000 or more;Master's degree;White/Caucasian;;Employed full-time;;Democrat
1674;rlrZqL;pDzWQ1;10/21/23 18:19;35-44 years old;15235;2;On the go;False;False;True;False;False;;;;;;;;;;;;;Local cafe;False;True;False;False;False;False;;Cold brew;;Milk, dairy alternative, or coffee creamer, Sugar or sweetener;False;True;True;False;False;;Half and half;False;False;True;False;False;False;False;False;False;Artificial Sweeteners (e.g., Splenda);False;True;False;False;False;False;False;False;;;;;;;;;Fruity;Somewhat strong;Medium;Full caffeine;6.0;2.0;5.0;4.0;Sweet, Praline;3.0;3.0;3.0;Woody, mucky;4.0;3.0;2.0;Smoky;1.0;1.0;5.0;Raspberry, chocolate;Coffee B;Coffee D;Coffee D;I primarily work in person;$80-$100;It tastes good, I need the caffeine, I need the ritual;True;True;True;False;False;;Yes;Yes;$10-$15;More than $20;Yes;$300-$500;Yes;Female;;Married;$75,000 - $99,999;Bachelor's degree;White/Caucasian;;Employed part-time;;Republican
1675;kYRPxZ;974EQG;10/21/23 18:19;35-44 years old;30060;2;At home;True;False;False;False;False;Instant coffee;False;False;False;False;False;True;False;False;False;False;;;;;;;;;;Latte;;Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup;False;True;True;True;False;;Half and half, Almond milk;False;False;True;False;False;False;True;False;False;Artificial Sweeteners (e.g., Splenda), Agave Nectar, Granulated Sugar;True;True;False;False;False;True;False;False;;;;;;;;;Bold;Medium;Light;Full caffeine;5.0;4.0;4.0;2.0;;2.0;4.0;2.0;;1.0;2.0;3.0;;3.0;4.0;2.0;;Coffee C;Coffee A;Coffee C;I primarily work from home;$20-$40;I need the caffeine, It tastes good;True;True;False;False;False;;Yes;No;$4-$6;$4-$6;Yes;Less than $20;Yes;Female;;Married;$150,000 or more;Bachelor's degree;White/Caucasian;;Employed full-time;;Democrat
1676;24x6JL;Ex6JdN;10/21/23 18:19;35-44 years old;63043;2;At home, On the go;True;False;True;False;False;Coffee brewing machine (e.g. Mr. Coffee);False;False;False;True;False;False;False;False;False;False;;National chain (e.g. Starbucks, Dunkin);True;False;False;False;False;False;;Regular drip coffee;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Half and half;False;False;True;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Chocolatey;Somewhat strong;Medium;Full caffeine;4.0;3.0;4.0;2.0;;2.0;2.0;4.0;;1.0;2.0;5.0;;2.0;5.0;3.0;;Coffee C;Coffee A;Coffee C;I primarily work in person;$20-$40;It tastes good, I need the caffeine;True;True;False;False;False;;Yes;Yes;$10-$15;$10-$15;Yes;$100-$300;Yes;Male;;Living with a partner;$100,000 - $149,999;Bachelor's degree;White/Caucasian;;Employed full-time;;Democrat
1677;AlbX9N;xJzPQJ;10/21/23 18:20;25-34 years old;98103;Less than 1;At a cafe;False;False;False;True;False;;;;;;;;;;;;;;;;;;;;;Latte;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Whole milk;True;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Caramalized;Medium;Dark;Full caffeine;4.0;3.0;3.0;1.0;Metallic, roasty, burnt stew;4.0;2.0;4.0;Toasted Bread, Bakers Chocolate;2.0;3.0;2.0;Thin, bright acids, richer when cooled;3.0;4.0;3.0;Unusual, fruity vinegar, dark berries, acidic chocolate, like 2 flavors not normally put together;Coffee B;Coffee D;Coffee B;I primarily work from home;<$20;It tastes good;True;False;False;False;False;;Yes;No;$8-$10;$10-$15;Yes;Less than $20;Yes;Male;;Living with a partner;$150,000 or more;Bachelor's degree;White/Caucasian;;Employed full-time;;Democrat
1678;VZ16Zy;RDjJG9;10/21/23 18:20;25-34 years old;60609;1;At home;True;False;False;False;False;Pour over, Espresso;True;False;True;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bright;Medium;Light;Full caffeine;7.0;1.0;5.0;5.0;Lime, warhead candy, caramel, light body;3.0;2.0;3.0;Heavier body than A, chocolate, graham cracker;4.0;1.0;2.0;Medium to heavy body, tobacco;1.0;4.0;5.0;Light body, strawberry;Coffee A;Coffee A;Coffee A;I primarily work from home;$60-$80;It tastes good, I need the caffeine, I need the ritual;True;True;True;False;False;;Yes;Yes;More than $20;More than $20;No;More than $1,000;Yes;Male;;Married;$150,000 or more;Bachelor's degree;Asian/Pacific Islander;;Employed full-time;;Democrat
1679;9dJK44;bWzrP1;10/21/23 18:20;35-44 years old;93012;Less than 1;At home;True;False;False;False;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Americano;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Full Bodied;Somewhat strong;Medium;Half caff;5.0;5.0;5.0;2.0;;3.0;4.0;3.0;;2.0;4.0;4.0;;1.0;1.0;4.0;;Coffee C;Coffee D;Coffee C;I primarily work from home;$20-$40;It tastes good;True;False;False;False;False;;Yes;Yes;$8-$10;$15-$20;Yes;$100-$300;Yes;Female;;Married;$50,000 - $74,999;Bachelor's degree;Hispanic/Latino;;Homemaker;;Democrat
1680;YZzAzd;5ZVG9d;10/21/23 18:20;35-44 years old;2446;3;At home;True;False;False;False;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Whole milk;True;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Full Bodied;Somewhat strong;Medium;Full caffeine;5.0;2.0;4.0;5.0;Walnuts;3.0;2.0;4.0;Chocolate;2.0;2.0;2.0;;1.0;3.0;2.0;;Coffee A;Coffee A;Coffee D;I primarily work from home;$20-$40;It tastes good, I need the caffeine, I need the ritual;True;True;True;False;False;;Yes;No;$6-$8;$8-$10;No;$50-$100;Yes;Male;;Married;;;;;;;
1681;RzB9gQ;O7EJLk;10/21/23 18:20;35-44 years old;92630;2;At home;True;False;False;False;False;Coffee brewing machine (e.g. Mr. Coffee), Cold brew;False;False;False;True;False;False;False;True;False;False;;;;;;;;;;Cortado;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chocolatey;Very strong;Light;Full caffeine;4.0;3.0;4.0;5.0;;2.0;1.0;3.0;;2.0;2.0;2.0;;3.0;4.0;4.0;;Coffee A;Coffee A;Coffee A;I primarily work from home;$40-$60;It tastes good, I need the ritual;True;False;True;False;False;;Yes;Yes;$10-$15;$6-$8;Yes;$500-$1000;Yes;Male;;Married;$150,000 or more;Bachelor's degree;White/Caucasian;;Employed full-time;1;Democrat
1682;XeBbB4;g9z7qd;10/21/23 18:20;25-34 years old;55420;3;At home, On the go, At the office;True;True;True;False;False;Espresso, Cold brew, Pour over, French press, Other;True;True;True;False;False;False;False;True;False;True;Switch Infusion ;Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Drive-thru;True;False;True;True;False;False;;Americano;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Whole milk;True;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Full Bodied;Medium;Medium;Full caffeine;5.0;3.0;3.0;4.0;Butter, Cake, Cheese;4.0;4.0;2.0;Heavy, Charcoal, Grill, Smoke;3.0;2.0;3.0;Simple, Flowers, Coffee, Basic;1.0;3.0;5.0;Yogurt, Fruit/Berry, Bright, Candy;Coffee A;Coffee D;Coffee D;I primarily work in person;$40-$60;I need the caffeine, It tastes good, I need the ritual;True;True;True;False;False;;Yes;No;$6-$8;$8-$10;Yes;$100-$300;Yes;Male;;Married;$100,000 - $149,999;Bachelor's degree;White/Caucasian;;Employed full-time;;No affiliation
1683;24x67A;AB9D0B;10/21/23 18:20;25-34 years old;11106;2;At home, At a cafe;True;False;False;True;False;Coffee brewing machine (e.g. Mr. Coffee);False;False;False;True;False;False;False;False;False;False;;;;;;;;;;Cortado;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Whole milk;True;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Caramalized;Somewhat strong;Medium;Full caffeine;7.0;2.0;5.0;4.0;tomato, fleshy grapefruit, thin body;4.0;3.0;2.0;full, rich chocolate body, toffee;3.0;3.0;5.0;blueberry, dark chocolate, tobacco;2.0;4.0;3.0;red raspberry, cherry;Coffee C;Coffee A;Coffee C;I primarily work in person;$40-$60;I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom;True;True;True;True;False;;Yes;Yes;$10-$15;$10-$15;Yes;$50-$100;Yes;Female;;Living with a partner;$75,000 - $99,999;Some college or associate's degree;White/Caucasian;;Student;;Democrat
1684;zKQ6G8;VzNM5a;10/21/23 18:20;25-34 years old;80013;1;At home;True;False;False;False;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Regular drip coffee;;Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup;False;True;True;True;False;;Whole milk;True;False;False;False;False;False;False;False;False;Granulated Sugar;True;False;False;False;False;False;False;False;;;;;;;;;Chocolatey;Very strong;Dark;Full caffeine;3.0;4.0;2.0;2.0;Very bright bit the bitterness overpowers the coffee a little;2.0;4.0;3.0;The acidity&bitterness contrast each other best;4.0;3.0;5.0;This one has a deep flavor that I really like;3.0;3.0;4.0;The acidity on this one overpowered the bitterness;Coffee C;Coffee D;Coffee A;I do a mix of both;<$20;Other;False;False;False;False;True;Suppress hunger in the morning;Yes;No;$8-$10;$10-$15;No;$20-$50;Yes;Male;;Single;$150,000 or more;Master's degree;Asian/Pacific Islander;;Employed full-time;;No affiliation
1685;qbElE7;xJzPDo;10/21/23 18:20;35-44 years old;2446;3;At the office, At home;True;True;False;False;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Cappuccino;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Whole milk;True;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Chocolatey;Somewhat strong;Medium;Full caffeine;2.0;2.0;5.0;4.0;;3.0;2.0;4.0;;4.0;1.0;5.0;;1.0;3.0;1.0;;Coffee C;Coffee A;;I primarily work in person;$40-$60;It tastes good, I need the ritual, I need the caffeine;True;True;True;False;False;;Yes;No;$6-$8;$4-$6;No;$20-$50;;;;;;;;;;;
1686;PABqGd;d9zjVz;10/21/23 18:20;45-54 years old;43068;Less than 1;At home;True;False;False;False;False;Espresso;False;False;True;False;False;False;False;False;False;False;;;;;;;;;;Espresso;;No - just black, Milk, dairy alternative, or coffee creamer;True;True;False;False;False;;Almond milk;False;False;False;False;False;False;True;False;False;;;;;;;;;;;;;;;;;;Chocolatey;Very strong;Italian;Full caffeine;3.0;1.0;4.0;5.0;Complex, caramel;2.0;2.0;3.0;Chocolate,  nutty;3.0;3.0;3.0;Earthy;3.0;4.0;4.0;Sweet, unique scent, fruit, dried fruit, fermented;Coffee A;Coffee A;Coffee A;I primarily work from home;<$20;It tastes good;True;False;False;False;False;;Yes;Yes;$8-$10;More than $20;No;$100-$300;Yes;Female;;Married;$75,000 - $99,999;Master's degree;White/Caucasian;;Retired;;Independent
1687;qbElN8;0ekJPQ;10/21/23 18:20;25-34 years old;90630;1;At home;True;False;False;False;False;Espresso;False;False;True;False;False;False;False;False;False;False;;;;;;;;;;Mocha;;Milk, dairy alternative, or coffee creamer, Flavor syrup;False;True;False;True;False;;Oat milk, Almond milk, Whole milk, Skim milk;True;True;False;False;False;True;True;False;False;;;;;;;;;;;;;;;;;;Bright;Medium;Light;Full caffeine;7.0;2.0;3.0;4.0;"standard fruity light
lil bitter";2.0;2.0;1.0;"donut shop swill
drank too much of this as a kid
tim hortons killer";3.0;1.0;2.0;"burnt dish water
nothing offensive
15 mins later got a bit better";1.0;4.0;3.0;"tea
fruit tea";Coffee A;Coffee A;Coffee A;I primarily work from home;$40-$60;I need the caffeine, I need the ritual, It makes me go to the bathroom;False;True;True;True;False;;No;Yes;$6-$8;$6-$8;Yes;$300-$500;Yes;Male;;Married;$100,000 - $149,999;High school graduate;White/Caucasian;;Unemployed;;Independent
1688;9dJKWV;974EqQ;10/21/23 18:20;35-44 years old;95742;3;At home, On the go, At the office;True;True;True;False;False;Pour over;True;False;False;False;False;False;False;False;False;False;;National chain (e.g. Starbucks, Dunkin);True;False;False;False;False;False;;Mocha;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;Somewhat strong;Light;Full caffeine;6.0;1.0;4.0;5.0;Juicy rich with fruity caramel notes;2.0;3.0;3.0;a little bitter with chocolate notes;3.0;1.0;3.0;toasty with a dry/smoky mouthfeel ;2.0;5.0;4.0;fruity with creamy mouthfeel, like blueberry pie filling;Coffee A;Coffee A;Coffee A;I primarily work in person;$80-$100;It tastes good, I need the ritual, Other;True;False;True;False;True;It's an enjoyable hobby;Yes;Yes;$8-$10;More than $20;No;$300-$500;Yes;Male;;Single;$25,000 - $49,999;Some college or associate's degree;White/Caucasian;;Employed full-time;;No affiliation
1689;rlrZgp;a2zDGy;10/21/23 18:20;25-34 years old;32771;1;At home, At a cafe;True;False;False;True;False;Pour over, French press;True;True;False;False;False;False;False;False;False;False;;;;;;;;;;Cortado;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Half and half;False;False;True;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Full Bodied;Medium;Medium;Full caffeine;7.0;2.0;4.0;4.0;;4.0;3.0;2.0;Changed a lot as it cooled. Got more acidic over time;4.0;2.0;3.0;;2.0;5.0;5.0;;Coffee A;Coffee D;Coffee B;;;;;;;;;;;;;;;;;;;;;;;;;;
1690;ylqa04;vPzODQ;10/21/23 18:20;25-34 years old;53703;2;At home;True;False;False;False;False;Pour over, French press;True;True;False;False;False;False;False;False;False;False;;;;;;;;;;Other;flat white;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chocolatey;Somewhat strong;Medium;Full caffeine;8.0;1.0;2.0;3.0;caramel, floral;2.0;4.0;2.0;veggies, chocolate, nothing special?;3.0;3.0;5.0;funky flavor, fermenty, grainy?;4.0;3.0;3.0;funky fruity flavor, berries, single origin?;Coffee C;Coffee A;Coffee C;I primarily work from home;$20-$40;It tastes good, I need the caffeine;True;True;False;False;False;;Yes;Yes;$8-$10;$15-$20;No;$500-$1000;No;Male;;Single;$50,000 - $74,999;Master's degree;White/Caucasian;;Employed full-time;;No affiliation
1691;0EjWZ0;O7EJ5K;10/21/23 18:21;35-44 years old;22205;3;At home, At the office;True;True;False;False;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Caramalized;Medium;Medium;Full caffeine;4.0;2.0;5.0;3.0;Honey, juicy;3.0;4.0;3.0;Caramel;2.0;2.0;5.0;Coconut, almond, hazelnut. Well balanced;3.0;5.0;1.0;Punishment coffee, burnt;Coffee C;Coffee A;Coffee C;I do a mix of both;$20-$40;It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom;True;True;True;True;False;;Yes;No;$10-$15;More than $20;Yes;$100-$300;Yes;Female;;Married;$150,000 or more;Bachelor's degree;Other (please specify);South Asian;Employed full-time;1;No affiliation
1692;lNlEyv;RDjJK9;10/21/23 18:21;25-34 years old;77019;2;On the go, At the office, At home;True;True;True;False;False;Espresso;False;False;True;False;False;False;False;False;False;False;;Deli or supermarket;False;False;False;False;True;False;;Latte;;Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup, No - just black;True;True;True;True;False;;Whole milk, Coffee creamer;True;False;False;True;False;False;False;False;False;Honey;False;False;True;False;False;False;False;False;;;;;;;;;Full Bodied;Somewhat strong;Light;Full caffeine;2.0;1.0;4.0;2.0;;2.0;4.0;4.0;;3.0;3.0;2.0;It tasted more bitter than B right after tasting C;2.0;4.0;1.0;Very sour. After having this coffee first, it greatly altered the taste profile of the others. The taste grew softer over time.;Coffee A;Coffee A;Coffee D;I primarily work in person;$40-$60;I need the caffeine, It makes me go to the bathroom;False;True;False;True;False;;Yes;No;$8-$10;$4-$6;No;$100-$300;Yes;Male;;Living with a partner;$75,000 - $99,999;Bachelor's degree;Hispanic/Latino;;Employed part-time;2;Democrat
1693;g5Nok1;4KOoQk;10/21/23 18:21;18-24 years old;98052;2;At home, At the office, At a cafe, On the go;True;True;True;True;False;Pod/capsule machine (e.g. Keurig/Nespresso);False;False;False;False;True;False;False;False;False;False;;Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe;True;True;True;True;False;False;;Cappuccino;;Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup;False;True;True;True;False;;Oat milk, Whole milk, Flavored coffee creamer;True;False;False;False;True;True;False;False;False;Brown Sugar, Granulated Sugar;True;False;False;False;False;False;True;False;;;;;;;;;Chocolatey;Somewhat strong;Dark;Full caffeine;6.0;3.0;3.0;3.0;fruit orange citrus;3.0;2.0;4.0;Smokey, honey;2.0;4.0;5.0;dark chocolate;2.0;5.0;1.0;green olive;Coffee C;Coffee A;Coffee C;I primarily work in person;$60-$80;It tastes good, I need the ritual;True;False;True;False;False;;Yes;No;$8-$10;$10-$15;Yes;Less than $20;Yes;Female;;Married;$100,000 - $149,999;Bachelor's degree;White/Caucasian;;Unemployed;;No affiliation
1694;1r2a6L;kNz7YJ;10/21/23 18:21;18-24 years old;37214;2;At the office, At home;True;True;False;False;False;Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso);False;False;False;True;True;False;False;False;False;False;;;;;;;;;;Regular drip coffee;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bold;Somewhat strong;Dark;Full caffeine;4.0;2.0;4.0;4.0;Very citrusy, little fruity.;3.0;3.0;3.0;Kind of mellow, ;2.0;2.0;3.0;Tastes spicy to me, not like heat but spicy as in spices. ;1.0;3.0;5.0;Very sweet without tasting sugary, as I've heard James describe coffees in the past. By far my favorite.;Coffee A;Coffee D;Coffee D;I primarily work from home;$20-$40;It tastes good, I need the caffeine, It makes me go to the bathroom;True;True;False;True;False;;Yes;No;$10-$15;$10-$15;Yes;$100-$300;Yes;Male;;Single;$25,000 - $49,999;High school graduate;White/Caucasian;;Employed full-time;;Democrat
1695;g5NoNd;MEVJaX;10/21/23 18:21;25-34 years old;76126;Less than 1;None of these;False;False;False;False;True;;;;;;;;;;;;;;;;;;;;;Cold brew;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nutty;Somewhat light;Medium;Full caffeine;1.0;2.0;5.0;2.0;Acidity increased as temperature decreased;2.0;2.0;3.0;Personally more of a black tea drinker, so this one reminded me of the black tea that I enjoy;3.0;3.0;4.0;;3.0;3.0;4.0;"Enjoyed the fruity-ness; Tasted the most complex and reminded me of a natural processed cold brew from local coffee roasters (Merit based in San Antonio TX)";Coffee C;Coffee D;Coffee D;I primarily work in person;<$20;Other;False;False;False;False;True;More of a tea drinker, my husband makes me try coffee every now and then;No;No;$6-$8;$8-$10;Yes;Less than $20;;Female;;Married;$150,000 or more;Bachelor's degree;Asian/Pacific Islander;;Employed full-time;;Democrat
1696;LdM2qy;o2z77N;10/21/23 18:21;25-34 years old;21202;2;At home;True;False;False;False;False;French press, Pour over, Instant coffee;True;True;False;False;False;True;False;False;False;False;;;;;;;;;;Cold brew;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chocolatey;Very strong;Medium;Full caffeine;4.0;2.0;3.0;1.0;Nuts, Cherry, oak, but none truly stand out;4.0;3.0;3.0;Citrus, grass;3.0;4.0;2.0;Pucker;2.0;5.0;4.0;Berry, caramel, sugar, lemon;Coffee B;Coffee D;Coffee D;I primarily work from home;$20-$40;I need the caffeine, It tastes good;True;True;False;False;False;;Yes;Yes;$6-$8;$8-$10;Yes;Less than $20;Yes;Female;;Living with a partner;$25,000 - $49,999;Some college or associate's degree;White/Caucasian;;Employed full-time;;No affiliation
1697;DVvGYX;GRbJLz;10/21/23 18:21;18-24 years old;1627;2;At the office, On the go, At home;True;True;True;False;False;Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew;True;False;False;True;False;False;False;True;False;False;;Drive-thru, National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop;True;True;True;True;False;False;;Iced coffee;;No - just black, Milk, dairy alternative, or coffee creamer;True;True;False;False;False;;Whole milk, Oat milk;True;False;False;False;False;True;False;False;False;;;;;;;;;;;;;;;;;;Bright;Somewhat strong;Light;Full caffeine;6.0;1.0;5.0;4.0;Light roast;3.0;2.0;3.0;;4.0;1.0;2.0;;3.0;4.0;5.0;Honey process ? light roast with something extra;Coffee A;Coffee D;Coffee D;I primarily work in person;$60-$80;It tastes good, I need the caffeine, It makes me go to the bathroom;True;True;False;True;False;;Yes;Yes;$10-$15;$6-$8;No;$100-$300;Yes;Male;;Living with a partner;$75,000 - $99,999;Some college or associate's degree;White/Caucasian;;Employed full-time;;Democrat
