;Submission ID;Respondent ID;Submitted at;What is your age?;What is your ZIP code?;How many cups of coffee do you typically drink per day?;Where do you typically drink coffee?;Where do you typically drink coffee? (At home);Where do you typically drink coffee? (At the office);Where do you typically drink coffee? (On the go);Where do you typically drink coffee? (At a cafe);Where do you typically drink coffee? (None of these);How do you brew coffee at home?;How do you brew coffee at home? (Pour over);How do you brew coffee at home? (French press);How do you brew coffee at home? (Espresso);How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee));How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso));How do you brew coffee at home? (Instant coffee);How do you brew coffee at home? (Bean-to-cup machine);How do you brew coffee at home? (Cold brew);How do you brew coffee at home? (Coffee extract (e.g. Cometeer));How do you brew coffee at home? (Other);How else do you brew coffee at home?;On the go, where do you typically purchase coffee?;On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin));On the go, where do you typically purchase coffee? (Local cafe);On the go, where do you typically purchase coffee? (Drive-thru);On the go, where do you typically purchase coffee? (Specialty coffee shop);On the go, where do you typically purchase coffee? (Deli or supermarket);On the go, where do you typically purchase coffee? (Other);Where else do you purchase coffee?;What is your favorite coffee drink?;Please specify what your favorite coffee drink is;Do you usually add anything to your coffee?;Do you usually add anything to your coffee? (No - just black);Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer);Do you usually add anything to your coffee? (Sugar or sweetener);Do you usually add anything to your coffee? (Flavor syrup);Do you usually add anything to your coffee? (Other);What else do you add to your coffee?;What kind of dairy do you add?;What kind of dairy do you add? (Whole milk);What kind of dairy do you add? (Skim milk);What kind of dairy do you add? (Half and half);What kind of dairy do you add? (Coffee creamer);What kind of dairy do you add? (Flavored coffee creamer);What kind of dairy do you add? (Oat milk);What kind of dairy do you add? (Almond milk);What kind of dairy do you add? (Soy milk);What kind of dairy do you add? (Other);What kind of sugar or sweetener do you add?;What kind of sugar or sweetener do you add? (Granulated Sugar);What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda));What kind of sugar or sweetener do you add? (Honey);What kind of sugar or sweetener do you add? (Maple Syrup);What kind of sugar or sweetener do you add? (Stevia);What kind of sugar or sweetener do you add? (Agave Nectar);What kind of sugar or sweetener do you add? (Brown Sugar);What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado));What kind of flavorings do you add?;What kind of flavorings do you add? (Vanilla Syrup);What kind of flavorings do you add? (Caramel Syrup);What kind of flavorings do you add? (Hazelnut Syrup);What kind of flavorings do you add? (Cinnamon (Ground or Stick));What kind of flavorings do you add? (Peppermint Syrup);What kind of flavorings do you add? (Other);What other flavoring do you use?;Before today's tasting, which of the following best described what kind of coffee you like?;How strong do you like your coffee?;What roast level of coffee do you prefer?;How much caffeine do you like in your coffee?;Lastly, how would you rate your own coffee expertise?;Coffee A - Bitterness;Coffee A - Acidity;Coffee A - Personal Preference;Coffee A - Notes;Coffee B - Bitterness;Coffee B - Acidity;Coffee B - Personal Preference;Coffee B - Notes;Coffee C - Bitterness;Coffee C - Acidity;Coffee C - Personal Preference;Coffee C - Notes;Coffee D - Bitterness;Coffee D - Acidity;Coffee D - Personal Preference;Coffee D - Notes;Between Coffee A, Coffee B, and Coffee C which did you prefer?;Between Coffee A and Coffee D, which did you prefer?;Lastly, what was your favorite overall coffee?;Do you work from home or in person?;In total, much money do you typically spend on coffee in a month?;Why do you drink coffee?;Why do you drink coffee? (It tastes good);Why do you drink coffee? (I need the caffeine);Why do you drink coffee? (I need the ritual);Why do you drink coffee? (It makes me go to the bathroom);Why do you drink coffee? (Other);Other reason for drinking coffee;Do you like the taste of coffee?;Do you know where your coffee comes from?;What is the most you've ever paid for a cup of coffee?;What is the most you'd ever be willing to pay for a cup of coffee?;Do you feel like you’re getting good value for your money when you buy coffee at a cafe?;Approximately how much have you spent on coffee equipment in the past 5 years?;Do you feel like you’re getting good value for your money with regards to your coffee equipment?;Gender;Gender (please specify);Marital Status;Household Income;Education Level;Ethnicity/Race;Ethnicity/Race (please specify);Employment Status;Number of Children;Political Affiliation
698;MAdpJg;5ZVvkQ;10/21/23 18:00;25-34 years old;2130;Less than 1;At a cafe;False;False;False;True;False;;;;;;;;;;;;;;;;;;;;;Mocha;;Sugar or sweetener, Milk, dairy alternative, or coffee creamer, Flavor syrup;False;True;True;True;False;;Oat milk;False;False;False;False;False;True;False;False;False;Honey, Maple Syrup;False;False;True;True;False;False;False;False;;;;;;;;;Caramalized;Medium;Medium;Full caffeine;4.0;4.0;3.0;5.0;Has a unsalted cashew initial flavor that transitions into a apple skin flavor.;5.0;2.0;2.0;;3.0;3.0;2.0;;1.0;4.0;4.0;;Coffee A;Coffee A;Coffee A;;;;;;;;;;;;;;;;;;;;;;;;;;
699;vNx5AQ;vPzLP8;10/21/23 18:00;18-24 years old;53818;1;At the office;False;True;False;False;False;;;;;;;;;;;;;;;;;;;;;Latte;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Flavored coffee creamer;False;False;False;False;True;False;False;False;False;;;;;;;;;;;;;;;;;;Nutty;Weak;Light;Full caffeine;2.0;3.0;4.0;2.0;;5.0;3.0;1.0;Wood chips;2.0;3.0;3.0;;1.0;4.0;4.0;Berries;Coffee C;Coffee D;Coffee D;I primarily work in person;<$20;I need the caffeine;False;True;False;False;False;;No;No;Less than $2;$6-$8;Yes;Less than $20;Yes;Female;;Living with a partner;$50,000 - $74,999;Bachelor's degree;White/Caucasian;;Employed full-time;;Democrat
700;YZzldq;vPzLAX;10/21/23 18:00;18-24 years old;90620;1;On the go, At home, At a cafe;True;False;True;True;False;Pod/capsule machine (e.g. Keurig/Nespresso);False;False;False;False;True;False;False;False;False;False;;Specialty coffee shop, National chain (e.g. Starbucks, Dunkin);True;False;False;True;False;False;;Latte;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Half and half, Skim milk;False;True;True;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Chocolatey;Medium;Medium;Full caffeine;5.0;3.0;3.0;3.0;citrus;2.0;3.0;4.0;darker ;4.0;3.0;4.0;tart berries, cocoa;2.0;5.0;4.0;raspberry/fruity, lighter ;Coffee C;Coffee D;Coffee C;I primarily work in person;$20-$40;It tastes good, I need the caffeine;True;True;False;False;False;;Yes;No;$6-$8;$6-$8;Yes;$50-$100;Yes;Female;;Single;$75,000 - $99,999;Bachelor's degree;White/Caucasian;;Employed full-time;;Republican
701;RzByYp;Z2eYV5;10/21/23 18:00;18-24 years old;30075;3;At home, At a cafe, At the office;True;True;False;True;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;Very strong;Light;Full caffeine;6.0;1.0;5.0;4.0;;3.0;3.0;2.0;;4.0;3.0;3.0;;1.0;2.0;5.0;Floral, apple;Coffee A;Coffee D;Coffee D;;;;;;;;;;;;;;;;;;;;;;;;;;
702;zKQ5zq;a2zEdW;10/21/23 18:00;18-24 years old;94086;1;At home;True;False;False;False;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;Somewhat light;Light;Full caffeine;4.0;1.0;5.0;3.0;Apple;2.0;1.0;5.0;Chocolate;3.0;1.0;2.0;Burnt;1.0;4.0;4.0;Blueberry;Coffee B;Coffee D;Coffee B;I primarily work from home;$20-$40;It tastes good, I need the ritual;True;False;True;False;False;;Yes;Yes;$10-$15;More than $20;Yes;More than $1,000;Yes;Male;;Single;$75,000 - $99,999;Bachelor's degree;Asian/Pacific Islander;;Unemployed;;Democrat
703;5dqPkd;6ZPvNo;10/21/23 18:00;35-44 years old;44256;3;At home;True;False;False;False;False;Pour over, Espresso;True;False;True;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;Very strong;Light;Full caffeine;6.0;2.0;3.0;4.0;Pears, honey, tea;4.0;1.0;3.0;Chocolate, medium body;3.0;1.0;1.0;Nuts, heavy mouthfeel;1.0;4.0;5.0;Citrus, berries;Coffee A;Coffee D;Coffee C;I primarily work from home;$80-$100;It tastes good;True;False;False;False;False;;Yes;Yes;$8-$10;$10-$15;Yes;$500-$1000;Yes;Male;;Single;$150,000 or more;Bachelor's degree;White/Caucasian;;Employed full-time;;Independent
704;dY2eZN;z7dJek;10/21/23 18:00;25-34 years old;80010;1;At home;True;False;False;False;False;Pour over, French press;True;True;False;False;False;False;False;False;False;False;;;;;;;;;;Regular drip coffee;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;Somewhat strong;Light;Full caffeine;6.0;2.0;4.0;5.0;;3.0;2.0;3.0;;4.0;1.0;2.0;;1.0;4.0;4.0;;Coffee A;Coffee A;Coffee A;;;;;;;;;;;;;;;;;;;;;;;;;;
705;1r2ovO;RDjYzQ;10/21/23 18:00;25-34 years old;61801;2;At home;True;False;False;False;False;Pour over, French press;True;True;False;False;False;False;False;False;False;False;;;;;;;;;;Cappuccino;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Full Bodied;Somewhat strong;Light;Full caffeine;6.0;1.0;3.0;3.0;;3.0;1.0;2.0;;2.0;2.0;3.0;;1.0;5.0;4.0;;Coffee C;Coffee D;Coffee D;I primarily work in person;$60-$80;It tastes good, I need the caffeine, I need the ritual;True;True;True;False;False;;Yes;Yes;$8-$10;$10-$15;Yes;$300-$500;Yes;Female;;Married;$100,000 - $149,999;Master's degree;White/Caucasian;;Employed full-time;;Democrat
706;PABJB0;2Kovre;10/21/23 18:00;25-34 years old;11201;1;On the go;False;False;True;False;False;;;;;;;;;;;;;Local cafe;False;True;False;False;False;False;;Regular drip coffee;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Oat milk;False;False;False;False;False;True;False;False;False;;;;;;;;;;;;;;;;;;Chocolatey;Somewhat strong;Dark;Full caffeine;10.0;2.0;4.0;3.0;;4.0;3.0;5.0;;5.0;2.0;3.0;;3.0;5.0;2.0;;Coffee B;Coffee D;Coffee C;I primarily work from home;$40-$60;It tastes good, I need the ritual;True;False;True;False;False;;Yes;No;$10-$15;$15-$20;Yes;$20-$50;Yes;Female;;Living with a partner;$150,000 or more;Bachelor's degree;Asian/Pacific Islander;;Employed full-time;;No affiliation
707;AlbeDW;5ZVvdQ;10/21/23 18:00;25-34 years old;66213;1;On the go, At a cafe, At the office, At home;True;True;True;True;False;Pour over, Cold brew;True;False;False;False;False;False;False;True;False;False;;Local cafe, Specialty coffee shop;False;True;False;True;False;False;;Cold brew;;Milk, dairy alternative, or coffee creamer, Flavor syrup;False;True;False;True;False;;Oat milk;False;False;False;False;False;True;False;False;False;;;;;;;;;;;;;;;;;;Fruity;Somewhat strong;Light;Full caffeine;5.0;2.0;4.0;2.0;;5.0;2.0;1.0;;1.0;3.0;5.0;;1.0;4.0;5.0;;Coffee B;Coffee D;Coffee C;I do a mix of both;$20-$40;It tastes good, I need the caffeine;True;True;False;False;False;;Yes;Yes;$8-$10;$8-$10;Yes;$500-$1000;Yes;Non-binary;;Living with a partner;$75,000 - $99,999;Master's degree;White/Caucasian;;Employed full-time;;Democrat
708;GrBA1o;BxeDk4;10/21/23 18:00;35-44 years old;98029;2;At home, At a cafe, On the go;True;False;True;True;False;Pour over, Espresso, Coffee extract (e.g. Cometeer), Cold brew, French press;True;True;True;False;False;False;False;True;True;False;;Specialty coffee shop;False;False;False;True;False;False;;Latte;;No - just black, Milk, dairy alternative, or coffee creamer;True;True;False;False;False;;Whole milk;True;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Juicy;Medium;Light;Full caffeine;6.0;2.0;5.0;4.0;;4.0;1.0;3.0;;5.0;2.0;1.0;;1.0;4.0;5.0;;Coffee A;Coffee D;Coffee D;I do a mix of both;>$100;It tastes good, I need the caffeine;True;True;False;False;False;;Yes;Yes;More than $20;More than $20;Yes;More than $1,000;Yes;Male;;Married;$150,000 or more;Master's degree;Asian/Pacific Islander;;Employed full-time;;No affiliation
709;6dQE15;974vOE;10/21/23 18:01;25-34 years old;98103;2;At a cafe, At home, At the office;True;True;False;True;False;Other;False;False;False;False;False;False;False;False;False;True;Aeropress;;;;;;;;;Cappuccino;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bright;Medium;Light;Full caffeine;6.0;1.0;3.0;4.0;This improved the most with cooling;3.0;3.0;3.0;;2.0;2.0;2.0;Just kind of bored me;1.0;4.0;5.0;"Tropical fruit

I guessed China for origin 😅";Coffee A;Coffee D;Coffee D;I primarily work from home;$40-$60;It tastes good, I need the caffeine, I need the ritual;True;True;True;False;False;;Yes;Yes;$10-$15;More than $20;Yes;$300-$500;No;Male;;Single;$150,000 or more;Bachelor's degree;Other (please specify);Half white, half south asian;Employed full-time;;Democrat
710;LdMLG1;xJzyYE;10/21/23 18:01;25-34 years old;98112;3;At home, At the office, On the go;True;True;True;False;False;Pour over, Espresso;True;False;True;False;False;False;False;False;False;False;;Specialty coffee shop, Local cafe;False;True;False;True;False;False;;Americano;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;Somewhat strong;Light;Full caffeine;6.0;2.0;4.0;4.0;Nutty, Honey, Apple;4.0;2.0;2.0;wood, leather, toasty roasty;3.0;3.0;3.0;Vanilla, floral notes;3.0;4.0;5.0;chocolate covered blueberry;Coffee A;Coffee D;Coffee D;I do a mix of both;$60-$80;It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom;True;True;True;True;False;;Yes;Yes;$8-$10;$10-$15;Yes;More than $1,000;Yes;Male;;Living with a partner;$150,000 or more;Doctorate or professional degree;White/Caucasian;;Student;;Democrat
711;LdML0G;qRzWA8;10/21/23 18:01;25-34 years old;78258;1;At home, On the go;True;False;True;False;False;Other;False;False;False;False;False;False;False;False;False;True;Aeropress;Local cafe;False;True;False;False;False;False;;Cappuccino;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Whole milk;True;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Chocolatey;Somewhat strong;Medium;Full caffeine;3.0;2.0;4.0;3.0;;5.0;2.0;4.0;;3.0;3.0;4.0;;1.0;5.0;1.0;;Coffee B;Coffee A;Coffee C;I primarily work from home;$40-$60;It tastes good, I need the caffeine;True;True;False;False;False;;Yes;No;$6-$8;$8-$10;No;$50-$100;Yes;Male;;Single;$50,000 - $74,999;Some college or associate's degree;White/Caucasian;;Employed full-time;;Democrat
712;zKQ5Kq;8Zr8xo;10/21/23 18:01;25-34 years old;80120;Less than 1;At home, At a cafe;True;False;False;True;False;Other;False;False;False;False;False;False;False;False;False;True;Turkish;;;;;;;;;Regular drip coffee;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nutty;Medium;Medium;Full caffeine;2.0;2.0;4.0;2.0;;3.0;2.0;3.0;;3.0;2.0;1.0;;1.0;5.0;1.0;;Coffee B;Coffee A;Coffee B;I primarily work in person;<$20;I need the caffeine, It tastes good;True;True;False;False;False;;Yes;No;$4-$6;$15-$20;Yes;Less than $20;Yes;Male;;Single;$25,000 - $49,999;Master's degree;White/Caucasian;;Employed part-time;;Republican
713;J2kvJY;d9zjAV;10/21/23 18:01;35-44 years old;95014;3;At home;True;False;False;False;False;French press, Espresso, Pour over;True;True;True;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Soy milk;False;False;False;False;False;False;False;True;False;;;;;;;;;;;;;;;;;;Caramalized;Somewhat strong;Medium;Full caffeine;5.0;2.0;3.0;4.0;Citrus;2.0;4.0;3.0;Smooth;1.0;2.0;3.0;Nutty ;3.0;5.0;1.0;Dark chocolate, sour ;Coffee B;Coffee A;Coffee B;;$80-$100;It tastes good, I need the caffeine;True;True;False;False;False;;Yes;Yes;$8-$10;$10-$15;No;More than $1,000;Yes;Female;;Married;$150,000 or more;Master's degree;White/Caucasian;;Homemaker;2;Democrat
714;rlrMVM;974vdX;10/21/23 18:01;18-24 years old;92591;4;At home, At a cafe;True;False;False;True;False;Pour over, Espresso, French press, Coffee extract (e.g. Cometeer), Cold brew;True;True;True;False;False;False;False;True;True;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;Somewhat strong;Light;Full caffeine;6.0;2.0;4.0;4.0;Thin, Bright, Red Apple then green apple;2.0;1.0;2.0;Calm, Warm, Woody, Foresty;3.0;1.0;1.0;Dull, boring, full and maybe buttery and creamy;3.0;5.0;5.0;Fruity, Acidic, Blueberry and Cream and Fermenty;Coffee A;Coffee D;Coffee D;I primarily work in person;$80-$100;It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom;True;True;True;True;False;;Yes;Yes;More than $20;More than $20;Yes;More than $1,000;Yes;Male;;Married;$100,000 - $149,999;Bachelor's degree;White/Caucasian;;Employed full-time;;Democrat
715;DVv6eb;KVGD6z;10/21/23 18:01;18-24 years old;64155;1;At home, At a cafe;True;False;False;True;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Cortado;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Full Bodied;Somewhat strong;Medium;Half caff;7.0;2.0;3.0;4.0;;3.0;4.0;3.0;;2.0;2.0;4.0;;1.0;4.0;4.0;;Coffee C;Coffee D;Coffee D;I do a mix of both;$20-$40;It tastes good;True;False;False;False;False;;Yes;Yes;$6-$8;$8-$10;Yes;$100-$300;Yes;Male;;Single;$150,000 or more;Bachelor's degree;White/Caucasian;;Student;;No affiliation
716;5dqPdd;0ekvOQ;10/21/23 18:01;35-44 years old;2131;2;At home;True;False;False;False;False;Espresso;False;False;True;False;False;False;False;False;False;False;;;;;;;;;;Americano;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chocolatey;Very strong;Dark;Full caffeine;7.0;3.0;4.0;2.0;Floral acidity with some caramel notes. ;4.0;3.0;4.0;Balanced. Flavors shift to acidic as it cools. Not overly complex. ;3.0;2.0;5.0;Well balanced. Gains acidity as it cools. Papery flavor with honey notes. ;2.0;5.0;1.0;Overly acidic, seems unbalanced and metallic. Like a friend who is fun at parties but who you’d never want as a roommate. ;Coffee C;Coffee A;Coffee C;I do a mix of both;$40-$60;It tastes good, I need the caffeine, I need the ritual;True;True;True;False;False;;Yes;Yes;$8-$10;$8-$10;No;More than $1,000;Yes;Male;;Married;$150,000 or more;Master's degree;White/Caucasian;;Employed full-time;1;Democrat
717;RzByLl;pDzWKy;10/21/23 18:01;25-34 years old;80403;2;At home, At the office, At a cafe;True;True;False;True;False;Pour over, French press;True;True;False;False;False;False;False;False;False;False;;;;;;;;;;Cortado;;Milk, dairy alternative, or coffee creamer;False;True;False;False;False;;Whole milk;True;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;Nutty;Medium;Medium;Full caffeine;6.0;2.0;5.0;3.0;;3.0;2.0;4.0;;2.0;3.0;3.0;;3.0;5.0;2.0;;Coffee B;Coffee A;Coffee B;I do a mix of both;$20-$40;It tastes good;True;False;False;False;False;;Yes;No;$8-$10;$8-$10;Yes;$300-$500;Yes;Male;;Living with a partner;$150,000 or more;Bachelor's degree;White/Caucasian;;Employed full-time;;Democrat
718;5dqPvP;4KOv25;10/21/23 18:01;25-34 years old;95111;3;At home;True;False;False;False;False;Espresso, Pour over;True;False;True;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bright;Medium;Light;Full caffeine;5.0;3.0;3.0;5.0;;3.0;2.0;3.0;;1.0;2.0;2.0;;3.0;5.0;1.0;;Coffee A;Coffee A;Coffee A;I primarily work from home;$40-$60;It tastes good, I need the ritual;True;False;True;False;False;;Yes;Yes;$8-$10;$4-$6;No;More than $1,000;Yes;Male;;Married;$150,000 or more;Doctorate or professional degree;Asian/Pacific Islander;;Employed full-time;;No affiliation
719;YZzlV0;JOoDLr;10/21/23 18:01;18-24 years old;78752;2;At the office, At a cafe, At home;True;True;False;True;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;False;False;False;False;False;False;;Iced coffee;;No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup;True;True;True;True;False;;Whole milk;True;False;False;False;False;False;False;False;False;Brown Sugar;False;False;False;False;False;False;True;False;;;;;;;;;Sweet;Somewhat strong;Medium;Full caffeine;1.0;3.0;4.0;2.0;;2.0;2.0;3.0;;4.0;2.0;1.0;;3.0;4.0;3.0;;Coffee B;Coffee D;Coffee D;I primarily work in person;$20-$40;It tastes good;True;False;False;False;False;;Yes;Yes;$6-$8;More than $20;Yes;$100-$300;Yes;Male;;Single;$150,000 or more;Master's degree;White/Caucasian;;Student;;No affiliation
720;vNx54A;jlzWyY;10/21/23 18:01;18-24 years old;4210;1;At home, At the office;True;True;False;False;False;Pour over, Espresso;True;False;True;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;;Light;Full caffeine;5.0;2.0;4.0;4.0;;2.0;3.0;3.0;;4.0;1.0;2.0;;1.0;5.0;5.0;;Coffee A;Coffee D;Coffee D;I do a mix of both;$20-$40;It tastes good;True;False;False;False;False;;Yes;Yes;$10-$15;$10-$15;Yes;More than $1,000;Yes;Male;;Single;$25,000 - $49,999;Bachelor's degree;White/Caucasian;;Employed full-time;;No affiliation
721;XeBPG4;974vQK;10/21/23 18:01;>65 years old;48167;3;At home;True;False;False;False;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Regular drip coffee;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Full Bodied;Medium;Medium;Full caffeine;3.0;4.0;2.0;3.0;Vegetables;3.0;1.0;4.0;Broad earthy flavor;;3.0;5.0;Fruity ;;1.0;1.0;Taste tea like.;Coffee B;Coffee A;Coffee C;;;;;;;;;;;;;;;;;;;;;;;;;;
722;jB9ABE;PzrYO0;10/21/23 18:01;25-34 years old;94110;2;At the office, At home, At a cafe;True;True;False;True;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;Somewhat light;Light;Full caffeine;6.0;3.0;2.0;2.0;;2.0;1.0;4.0;;4.0;3.0;3.0;;1.0;4.0;5.0;;Coffee B;Coffee D;Coffee D;I primarily work in person;$40-$60;It tastes good, I need the ritual, It makes me go to the bathroom;True;False;True;True;False;;Yes;Yes;$10-$15;More than $20;Yes;$300-$500;Yes;Male;;Married;$150,000 or more;Bachelor's degree;Asian/Pacific Islander;;Employed full-time;;Democrat
723;PABJ8P;roYLLo;10/21/23 18:01;35-44 years old;1451;1;At home;True;False;False;False;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;Medium;Medium;Full caffeine;6.0;2.0;4.0;3.0;Fruity;4.0;2.0;2.0;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
724;RzBy4J;AB9Dvo;10/21/23 18:01;>65 years old;74948;4;At home, At a cafe;True;False;False;True;False;Pod/capsule machine (e.g. Keurig/Nespresso), Espresso, French press, Pour over, Cold brew;True;True;True;False;True;False;False;True;False;False;;;;;;;;;;Regular drip coffee;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bold;Very strong;Dark;Full caffeine;7.0;2.0;5.0;2.0;It felt like less flavor or taste;3.0;4.0;3.0;Fair feel when drinking;3.0;2.0;3.0;Great taste;3.0;3.0;5.0;Felt like a good full taste;Coffee C;Coffee D;Coffee D;I primarily work in person;$40-$60;It tastes good;True;False;False;False;False;;Yes;Yes;$10-$15;$10-$15;No;$500-$1000;Yes;Male;;Divorced;$100,000 - $149,999;Doctorate or professional degree;Native American/Alaska Native;;Employed full-time;3;Democrat
725;jB9AxR;8Zr8Kk;10/21/23 18:01;18-24 years old;10026;3;At home, At the office;True;True;False;False;False;Pour over, French press, Espresso;True;True;True;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bright;Very strong;Light;Full caffeine;6.0;1.0;3.0;2.0;Balanced, cohesive, unassuming;2.0;2.0;3.0;well rounded;2.0;3.0;4.0;balanced with sharp incidentals;2.0;4.0;3.0;most interesting, almost as though flavored artificially;Coffee C;Coffee D;Coffee D;I primarily work from home;$40-$60;It tastes good;True;False;False;False;False;;Yes;Yes;$10-$15;$15-$20;Yes;$300-$500;Yes;Male;;Single;$100,000 - $149,999;Master's degree;White/Caucasian;;Employed full-time;;Independent
726;dY2eYA;z7dJYE;10/21/23 18:01;25-34 years old;97222;2;On the go, At home;True;False;True;False;False;Espresso, Pour over;True;False;True;False;False;False;False;False;False;False;;Local cafe, Drive-thru;False;True;True;False;False;False;;Cortado;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fruity;Somewhat strong;Light;Half caff;7.0;3.0;3.0;3.0;Smooth, ;4.0;1.0;2.0;Neutral;4.0;2.0;3.0;Weird;2.0;5.0;5.0;Bright, explosion, ;Coffee C;Coffee D;Coffee D;I primarily work in person;$40-$60;I need the caffeine, It tastes good;True;True;False;False;False;;Yes;Yes;$6-$8;$10-$15;No;More than $1,000;Yes;Male;;Single;$25,000 - $49,999;Some college or associate's degree;White/Caucasian;;Employed full-time;;Democrat
727;0EjRJ0;o2zdBN;10/21/23 18:01;25-34 years old;22180;1;At home, At the office, At a cafe;True;True;False;True;False;Pour over;True;False;False;False;False;False;False;False;False;False;;;;;;;;;;Pourover;;No - just black;True;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Floral;Somewhat light;Light;Full caffeine;7.0;3.0;5.0;5.0;;3.0;3.0;3.0;;1.0;1.0;1.0;;2.0;5.0;4.0;;Coffee A;Coffee A;Coffee A;I primarily work in person;$40-$60;It tastes good;True;False;False;False;False;;Yes;Yes;$6-$8;$8-$10;Yes;$500-$1000;Yes;Male;;Married;$150,000 or more;Master's degree;Hispanic/Latino;;Employed full-time;1;Democrat
728;PABJvP;yJ1vEX;10/21/23 18:01;25-34 years old;55108;2;At home;True;False;False;False;False;Espresso, French press;False;True;True;False;False;False;False;False;False;False;;;;;;;;;;Espresso;;No - just black, Milk, dairy alternative, or coffee creamer;True;True;False;False;False;;Oat milk;False;False;False;False;False;True;False;False;False;;;;;;;;;;;;;;;;;;Fruity;Very strong;Light;Full caffeine;8.0;2.0;4.0;3.0;;4.0;3.0;2.0;;4.0;2.0;4.0;;1.0;5.0;5.0;;Coffee C;Coffee D;Coffee D;I primarily work from home;$20-$40;It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom;True;True;True;True;False;;Yes;Yes;$4-$6;$2-$4;No;$500-$1000;Yes;Male;;Single;$100,000 - $149,999;Master's degree;White/Caucasian;;Employed full-time;;Democrat
